id,y
0.000000000000000000e+00,6.768590663942340768e+01
1.000000000000000000e+00,7.051416537868644241e+01
2.000000000000000000e+00,8.377163736920195447e+01
3.000000000000000000e+00,7.053158282268074686e+01
4.000000000000000000e+00,7.509042062763941772e+01
5.000000000000000000e+00,7.609875869056601516e+01
6.000000000000000000e+00,6.200066528282824407e+01
7.000000000000000000e+00,6.925290962834557718e+01
8.000000000000000000e+00,6.885037979407894682e+01
9.000000000000000000e+00,6.260612259857433060e+01
1.000000000000000000e+01,7.335030031356903635e+01
1.100000000000000000e+01,6.683632240946023728e+01
1.200000000000000000e+01,5.859577064601480600e+01
1.300000000000000000e+01,7.492004531121051514e+01
1.400000000000000000e+01,6.941292713145708149e+01
1.500000000000000000e+01,6.391358554361138999e+01
1.600000000000000000e+01,7.589435036734818141e+01
1.700000000000000000e+01,6.168869613521987105e+01
1.800000000000000000e+01,7.446978895229489126e+01
1.900000000000000000e+01,7.414461789692738591e+01
2.000000000000000000e+01,7.892179946179706462e+01
2.100000000000000000e+01,6.954146484668527251e+01
2.200000000000000000e+01,8.256835640098648810e+01
2.300000000000000000e+01,7.157321525512928417e+01
2.400000000000000000e+01,7.744789564463054887e+01
2.500000000000000000e+01,7.368548108729274304e+01
2.600000000000000000e+01,7.551417390888036607e+01
2.700000000000000000e+01,6.072488761895487386e+01
2.800000000000000000e+01,7.478023706807843496e+01
2.900000000000000000e+01,7.912298664338473486e+01
3.000000000000000000e+01,6.800764441257318538e+01
3.100000000000000000e+01,7.046015908612990586e+01
3.200000000000000000e+01,7.738216449359096316e+01
3.300000000000000000e+01,7.246542372810623078e+01
3.400000000000000000e+01,6.768216907249752978e+01
3.500000000000000000e+01,7.695719501997793088e+01
3.600000000000000000e+01,7.672310778891375094e+01
3.700000000000000000e+01,8.090980089146182763e+01
3.800000000000000000e+01,6.389015730282302741e+01
3.900000000000000000e+01,7.047764984605738903e+01
4.000000000000000000e+01,7.375229131863129339e+01
4.100000000000000000e+01,6.156275203757968484e+01
4.200000000000000000e+01,7.729840142295724092e+01
4.300000000000000000e+01,6.510866513440186054e+01
4.400000000000000000e+01,6.569165733486705960e+01
4.500000000000000000e+01,6.519931707735885595e+01
4.600000000000000000e+01,7.590432198999582170e+01
4.700000000000000000e+01,7.028068909435992850e+01
4.800000000000000000e+01,7.445903742541310066e+01
4.900000000000000000e+01,5.648726438975943154e+01
5.000000000000000000e+01,5.885533051148328099e+01
5.100000000000000000e+01,5.621222830496695622e+01
5.200000000000000000e+01,6.804842641048607277e+01
5.300000000000000000e+01,7.863621749759225565e+01
5.400000000000000000e+01,7.985076029806175768e+01
5.500000000000000000e+01,7.350419136904368145e+01
5.600000000000000000e+01,7.129323061889721203e+01
5.700000000000000000e+01,7.081586306643700368e+01
5.800000000000000000e+01,7.820287860962058346e+01
5.900000000000000000e+01,6.520337953819809229e+01
6.000000000000000000e+01,7.431767583917742570e+01
6.100000000000000000e+01,5.896403605635005363e+01
6.200000000000000000e+01,5.670681240094231867e+01
6.300000000000000000e+01,6.355209661391499765e+01
6.400000000000000000e+01,6.043903924877636058e+01
6.500000000000000000e+01,7.740406508185179746e+01
6.600000000000000000e+01,7.542235592834889246e+01
6.700000000000000000e+01,7.477364752370087331e+01
6.800000000000000000e+01,6.468964240290756607e+01
6.900000000000000000e+01,7.059158014820556559e+01
7.000000000000000000e+01,6.970731462214288854e+01
7.100000000000000000e+01,7.599770676666899760e+01
7.200000000000000000e+01,7.725969701322216565e+01
7.300000000000000000e+01,7.705417256734477860e+01
7.400000000000000000e+01,6.111504176742656824e+01
7.500000000000000000e+01,7.994022740567524465e+01
7.600000000000000000e+01,7.614023298228099179e+01
7.700000000000000000e+01,7.617564579578818496e+01
7.800000000000000000e+01,7.807528984044087395e+01
7.900000000000000000e+01,6.290257245799960373e+01
8.000000000000000000e+01,6.142440999733148743e+01
8.100000000000000000e+01,7.485539810723544463e+01
8.200000000000000000e+01,6.064076438124153867e+01
8.300000000000000000e+01,7.403943571445857685e+01
8.400000000000000000e+01,6.771649096205078422e+01
8.500000000000000000e+01,6.617755645042390711e+01
8.600000000000000000e+01,7.140758178006412038e+01
8.700000000000000000e+01,6.264892272745330359e+01
