Id,y
0,738.0231707288346569840
1,400.6460151624349350641
2,189.9001558982543542697
3,-78.3994489248278370042
4,-547.3735312992066610605
5,-242.7925882379088875496
6,-581.8566347674507142074
7,-122.4854116482093076002
8,303.1790610218143342536
9,539.2393674111148129668
10,324.7184151835521674911
11,668.5423828186821992858
12,255.1313181416734892082
13,-116.1344504000820023748
14,150.4165350003387118250
15,-222.6607338582711292929
16,104.7385069116987068583
17,-83.8269614592781238116
18,-582.1559625460433835542
19,321.3606576861027974701
20,-41.1045031326245151604
21,277.1993160259979163129
22,-320.8126521844807257366
23,-189.1510266925754422118
24,-349.8235502433584542814
25,-192.7330804544947113754
26,-369.3231050406270128406
27,-65.9456505529873595606
28,480.6703101947997538446
29,178.7013364837195581458
30,-238.7851389255631033848
31,-170.1979857245254947884
32,-128.1026682446351401268
33,-323.4653220606331842646
34,-128.7883280532551282249
35,-488.0676716253187805705
36,13.8039576826016396893
37,16.8788828576735454590
38,-685.1964025009594934090
39,163.9536111355116361210
40,-212.3908328655468267243
41,498.0875411889866768433
42,-259.1343957299783369308
43,31.1499704577055567256
44,-208.5776897247154977322
45,34.6184336218915404970
46,-363.5320384886100555377
47,125.3320375798490715624
48,91.6004670753904122193
49,137.2043484958470287438
50,-279.6230045073187966409
51,205.8761510405069259377
52,-350.8941204104762618954
53,-317.0168560093050587056
54,-147.8846299982021719188
55,-289.8395135876138510866
56,135.4957193265891817191
57,-126.6941921804955200059
58,-720.1576422114881097514
59,-138.5717103614704512893
60,-587.0585335856088704531
61,-93.9617555720856216794
62,-3.6636027504604724570
63,75.5373097064891680930
64,170.0744436618269332939
65,-322.3159069565202798913
66,-331.4494883812461694106
67,-277.9102406315217876909
68,151.5691340867550138682
69,-130.3176612124439941454
70,239.5386263307266858646
71,-58.3398219791884002916
72,-187.7281078879565541229
73,-444.1558017158951656711
74,-169.6012439948214591823
75,49.7858413434625362015
76,173.2181774474973394717
77,-543.6094876289369040023
78,145.6930450782085699757
79,-440.7940622211969525779
80,176.5575171986996281248
81,285.5303902386477830078
82,164.7859661802116875151
83,180.9689638833075377988
84,268.9150477078396761499
85,-946.6391195978918631226
86,34.6727909209627824794
87,-385.6041804641492376504
88,-156.0236542359581051187
89,94.8449606144969976640
90,-3.2831621964095347721
91,-361.4148959310381883370
92,519.2287440492907535372
93,-153.6968207608794898533
94,718.9852068775135194301
95,218.9261147032017049696
96,419.6946196754362858883
97,183.7024821950313366870
98,181.3741230963036628054
99,-84.6749407902731263675
100,47.2774530193854829463
101,-44.1455092268265474331
102,-41.0052686589032404640
103,69.7226857224955267611
104,456.1359653634088999752
105,159.5206544951846865388
106,36.6652166723696737449
107,-390.2588806369238341176
108,-348.0575626268786209039
109,25.4546210874513221256
110,133.4532483572992020981
111,606.3688974520134706836
112,10.3579236713227711419
113,170.3164812880977194709
114,-118.5428449647635744668
115,126.3290711991220405253
116,615.2741977240862070175
117,245.6444886532760278897
118,101.3908567140864818157
119,59.6530620822566532979
120,-107.4122643620462014269
121,126.4665491991324870469
122,156.3784707745255104783
123,-101.4152002640924763455
