Id,y
0,738.023170728834657
1,400.646015162434935
2,189.900155898254354
3,-78.399448924827837
4,-547.373531299206661
5,-242.792588237908888
6,-581.856634767450714
7,-122.485411648209308
8,303.179061021814334
9,539.239367411114813
10,324.718415183552167
11,668.542382818682199
12,255.131318141673489
13,-116.134450400082002
14,150.416535000338712
15,-222.660733858271129
16,104.738506911698707
17,-83.826961459278124
18,-582.155962546043384
19,321.360657686102797
20,-41.104503132624515
21,277.199316025997916
22,-320.812652184480726
23,-189.151026692575442
24,-349.823550243358454
25,-192.733080454494711
26,-369.323105040627013
27,-65.945650552987360
28,480.670310194799754
29,178.701336483719558
30,-238.785138925563103
31,-170.197985724525495
32,-128.102668244635140
33,-323.465322060633184
34,-128.788328053255128
35,-488.067671625318781
36,13.803957682601640
37,16.878882857673545
38,-685.196402500959493
39,163.953611135511636
40,-212.390832865546827
41,498.087541188986677
42,-259.134395729978337
43,31.149970457705557
44,-208.577689724715498
45,34.618433621891540
46,-363.532038488610056
47,125.332037579849072
48,91.600467075390412
49,137.204348495847029
50,-279.623004507318797
51,205.876151040506926
52,-350.894120410476262
53,-317.016856009305059
54,-147.884629998202172
55,-289.839513587613851
56,135.495719326589182
57,-126.694192180495520
58,-720.157642211488110
59,-138.571710361470451
60,-587.058533585608870
61,-93.961755572085622
62,-3.663602750460472
63,75.537309706489168
64,170.074443661826933
65,-322.315906956520280
66,-331.449488381246169
67,-277.910240631521788
68,151.569134086755014
69,-130.317661212443994
70,239.538626330726686
71,-58.339821979188400
72,-187.728107887956554
73,-444.155801715895166
74,-169.601243994821459
75,49.785841343462536
76,173.218177447497339
77,-543.609487628936904
78,145.693045078208570
79,-440.794062221196953
80,176.557517198699628
81,285.530390238647783
82,164.785966180211688
83,180.968963883307538
84,268.915047707839676
85,-946.639119597891863
86,34.672790920962782
87,-385.604180464149238
88,-156.023654235958105
89,94.844960614496998
90,-3.283162196409535
91,-361.414895931038188
92,519.228744049290754
93,-153.696820760879490
94,718.985206877513519
95,218.926114703201705
96,419.694619675436286
97,183.702482195031337
98,181.374123096303663
99,-84.674940790273126
100,47.277453019385483
101,-44.145509226826547
102,-41.005268658903240
103,69.722685722495527
104,456.135965363408900
105,159.520654495184687
106,36.665216672369674
107,-390.258880636923834
108,-348.057562626878621
109,25.454621087451322
110,133.453248357299202
111,606.368897452013471
112,10.357923671322771
113,170.316481288097719
114,-118.542844964763574
115,126.329071199122041
116,615.274197724086207
117,245.644488653276028
118,101.390856714086482
119,59.653062082256653
120,-107.412264362046201
121,126.466549199132487
122,156.378470774525510
123,-101.415200264092476
124,258.941621205911474
125,-313.231312749987751
126,242.497704868435278
127,-198.560570156264248
128,52.993724464258413
129,-138.927428143835499
130,-470.620610652400615
131,-345.893128158638660
132,27.031389294602935
133,-81.723990150610163
134,-27.144994789392467
135,262.371355861138682
136,137.691681327826018
137,137.921490460024245
138,530.940476271271791
139,-138.631746573086332
140,395.477147469361626
141,-859.283410371355558
142,-54.956771509639523
143,-106.747868824070252
144,207.442865586987693
145,-332.935845143107144
146,210.234821201907835
147,59.420541592519797
148,444.733905179905548
149,-434.762842204811477
150,-37.445420365974655
151,-138.152612582538580
152,461.063163829384393
153,-379.277263571819162
154,92.541852672039340
155,305.739083599796800
156,80.032370503444099
157,-141.039958354808903
158,266.370961398574366
159,70.275596113189181
160,-327.548322599200333
161,239.749672980166082
162,-85.795804702603476
163,-169.625569083183336
164,347.608509505062386
165,12.050313775580014
166,-280.690418260800527
167,223.865017375435542
168,348.011737034460452
169,343.506952698672478
170,-235.074497913163043
171,-280.431440321837783
172,-163.093306854792161
173,686.520365756861565
174,-614.086030207737167
175,217.815866782315140
176,186.684814919360178
177,159.867725756513209
178,-325.921260173123414
179,-294.159260417696430
180,99.117376153323988
181,-398.906414003864029
182,-120.302109028592170
183,-474.202414844603197
184,4.891389129653976
185,100.124097422155884
186,-352.536108228704109
187,-134.322144580395985
188,148.637762139625067
189,140.554978051393817
190,-194.020469623531653
191,49.540430013363199
192,408.208399563528474
193,34.388252057561814
194,302.131250147665241
195,-306.994721381641398
196,417.380177399056151
197,-15.784875123019606
198,-475.127260450267499
199,99.703079420041405
200,-456.070022689662778
201,-95.582169538773769
202,-37.105319486766462
203,759.545436799167192
204,-180.604185891705697
205,-203.138894119218065
206,214.660627522512641
207,581.507418752005378
208,-187.197809706146842
209,238.454038340598515
210,288.848840089199371
211,-131.055103762765782
212,-26.737966019680016
213,-35.728637238538525
214,-463.671422749913120
215,-730.926760286753279
216,-266.949883255254690
217,487.397740661001649
218,-629.737313818385246
219,143.006286854310929
220,95.580233145019434
221,-250.072189300164553
222,-78.268294520455839
223,-24.876952385481104
224,-194.317867065110477
225,-72.374859009222249
226,-334.640273217605568
227,433.362132707838555
228,-463.774352181829840
229,167.057738688316931
230,141.725934726157050
231,48.661759645427040
232,172.843567075060463
233,-451.630708804665289
234,451.792976505373531
235,-283.140684783277891
236,-595.689157497592078
237,117.399887060492119
238,-19.456134702634493
239,-34.334684055292506
240,336.302365898711003
241,393.661317271109340
242,-122.701596258708648
243,-440.616659248456585
244,177.657847734677318
245,317.185687769088531
246,-273.619335012034242
247,-766.827651132114170
248,215.329232519614322
249,599.182279452208832
250,-415.991865353613321
251,-378.584609952053142
252,287.213687903605830
253,-221.728990815613173
254,604.051304935356029
255,-37.460185285818987
256,-47.892090029743237
257,-70.628161861035863
258,-63.286191581652815
259,-458.459312268766269
260,-468.708133966173875
261,-136.832029047920940
262,865.183676809745862
263,-156.932077374721359
264,-356.719797764901500
265,124.305710317245186
266,275.621482233900224
267,-37.968226835293720
268,-171.229860471211452
269,67.712887895537463
270,-587.087834325885751
271,-162.887063494076017
272,-220.019100322810118
273,151.415298815373944
274,-103.064845373476672
275,115.514605941852849
276,-415.900239423487449
277,113.048278253615081
278,239.209725460010134
279,-290.160656944883044
280,-265.497696923125204
281,-82.977686819713398
282,171.340232329917370
283,-150.713962630962186
284,123.622255353647645
285,-82.562333654694839
286,204.197227274140005
287,-211.269882627913006
288,-218.048613902395118
289,700.025226663067770
290,-677.143086949207600
291,-72.880738041139324
292,-107.311658618088856
293,-245.692438124736185
294,-341.416484477277493
295,-170.487665286938466
296,25.513613887496422
297,72.636811976200619
298,-265.271433755921237
299,-100.969899792363378
300,-32.376863522169764
301,-293.599759015819643
302,-269.521413550011061
303,-46.422795081534879
304,498.302185819182910
305,-91.090088981252762
306,-446.959781823006608
307,-201.800253382292595
308,177.963643030423952
309,-275.245883863738811
310,-120.556112936340668
311,530.365174099224987
312,-237.045330023703173
313,-455.272181100250407
314,-373.150003215083530
315,134.310430191124567
316,120.852643922641249
317,-510.235342338407008
318,465.862547298288860
319,138.475422076900429
320,-501.931392575784969
321,-539.291391567273990
322,310.765500949007446
323,131.668317020391726
324,102.466736319707849
325,586.261829593076413
326,-681.768390921630612
327,270.069868398857693
328,-49.119049305851057
329,149.386613820882474
330,-322.802781232113603
331,-680.630221906460520
332,-144.760734250707628
333,567.482748167550426
334,327.011966160017778
335,282.959544143787127
336,-344.466758001758137
337,-278.255101487528350
338,-70.566418016606207
339,-115.812855650430691
340,-186.071151368628989
341,376.934044051108344
342,27.412315085612523
343,-180.104693671713903
344,465.052623509969294
345,-23.228678726792943
346,162.078772500867643
347,-247.235042935401538
348,-268.218249078687109
349,284.319877523769946
350,544.647823417372592
351,-52.942737061057265
352,525.696964908168979
353,-66.649131318480016
354,73.117699339475024
355,5.517444950744197
356,-53.102044926816333
357,248.758527344788490
358,-373.115495017437752
359,88.465891143180627
360,-68.568817322689227
361,457.040037898202797
362,182.875445753944575
363,-52.851433371670751
364,-44.315116537057676
365,466.211723995436671
366,-547.541630436065816
367,-823.309830989373040
368,-38.458382630054430
369,392.889416614035724
370,11.187309982989991
371,445.410549600409297
372,-184.759221082266578
373,-213.172653804860687
374,-49.830313912202293
375,-307.686816751841548
376,122.697335657911552
377,60.656146601904766
378,0.601078993188332
379,-179.046293140531191
380,-275.963993491222368
381,-580.266725985426774
382,396.107408368131814
383,-268.147426227960295
384,393.811513105781160
385,155.750642662938219
386,375.609609255682130
387,-391.398841900165110
388,-122.185216716268627
389,202.448945090926429
390,28.142599435327089
391,-626.751940949127516
392,14.591317818119114
393,25.432680115154334
394,-87.337490421218689
395,-408.118522359554390
396,-222.947719414732944
397,507.032450300045923
398,216.619929375430445
399,80.423560181449076
400,224.019383634693895
401,-305.664959601751320
402,68.602401137097814
403,340.276241327701598
404,296.961673288890324
405,-330.114336936923223
406,-6.894152127631264
407,-648.942752478504872
408,-693.115433858893880
409,316.802228655626891
410,-320.613668332481097
411,-184.962107823031317
412,-80.318628378061689
413,-204.807766819115386
414,-6.297681834898571
415,90.599573968476392
416,160.545211551197241
417,177.509609031470461
418,5.754036538940250
419,50.752393121023445
420,-294.371199656215822
421,-323.685488544729935
422,-79.415381328272559
423,-471.229361370555921
424,356.849069704126691
425,114.862418567683648
426,-325.968964955843603
427,225.945123388669856
428,-154.896744910399320
429,138.274890178767635
430,205.847831650590706
431,-136.209325739961457
432,742.901411123888579
433,-58.681160277990102
434,109.282689361430357
435,110.325733552993796
436,688.760624287732412
437,216.803664655823383
438,-314.543865471977767
439,71.166631581773146
440,-44.715319395309848
441,95.368852399116989
442,381.133102084958125
443,333.083221239250349
444,-235.753190196026480
445,256.472951316782769
446,-277.245348825538144
447,-101.803454105856503
448,-447.662309304875635
449,-70.247212185322809
450,-69.432372111966487
451,-63.826050225176232
452,165.979656532387963
453,714.550758719537839
454,452.948995151913209
455,-58.483038440772475
456,-62.013225017641140
457,57.054890539174060
458,-702.771068744821605
459,-285.025341937596295
460,335.403023143948644
461,93.526066724065004
462,-34.994437177252550
463,338.711189403340882
464,-360.348815217635831
465,355.951750141845878
466,-494.931094710327500
467,178.582606959706993
468,-349.747732805962016
469,441.645204442901843
470,-151.869820057189486
471,-153.540532111738287
472,322.343368856473148
473,-197.134873670766865
474,141.502206350008521
475,386.876364046104470
476,-244.715712771766079
477,4.200983328526374
478,341.748579190194334
479,-484.205677958637011
480,124.264193344857858
481,501.510385436765318
482,116.825255806188721
483,-311.199742439997578
